n,identical_prime_pair,propE_base,propO_base,propI_base,propE_altA,propO_altA,propI_altA,propE_altB,propO_altB,propI_altB,propE_altC,propO_altC,propI_altC,collatz_steps,collatz_max,divergence_ratio,time_to_peak_ratio,log_n,mod3,mod4,mod6,mod12,mod30,center_distance_base,center_distance_altA,center_distance_altB,center_distance_altC,mag_bin,near_center
8186,1,0.3384615384615385,0.06153846153846154,0.6,0.3384615384615385,0.09230769230769231,0.5692307692307692,0.03076923076923077,0.18461538461538463,0.7846153846153846,0.3230769230769231,0.07692307692307693,0.6,65,118096,14.426581969215734,0.3384615384615385,9.010180657052349,2,2,2,2,26,0.17507394887293912,0.1336780553614059,0.39208138268845105,0.16025128196922814,5001-10000,1
8188,0,0.2974683544303797,0.22784810126582278,0.47468354430379744,0.2974683544303797,0.2911392405063291,0.41139240506329117,0.012658227848101266,0.1962025316455696,0.7911392405063291,0.2911392405063291,0.23417721518987342,0.47468354430379744,158,1276936,155.95212506106498,0.2974683544303797,9.01042494678118,1,0,4,4,28,0.037720669432281875,0.1271380205517946,0.40907428683785385,0.043445575447419026,5001-10000,1
8190,0,0.2974683544303797,0.22784810126582278,0.47468354430379744,0.2974683544303797,0.2911392405063291,0.41139240506329117,0.0189873417721519,0.22784810126582278,0.7531645569620253,0.2911392405063291,0.23417721518987342,0.47468354430379744,158,1276936,155.91404151404151,0.2974683544303797,9.010669176847115,0,2,0,6,0,0.037720669432281875,0.1271380205517946,0.3792570681347567,0.043445575447419026,5001-10000,1
8192,0,0.0,0.0,1.0,0.0,0.0,1.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.0,0.7692307692307693,13,8192,1.0,0.0,9.010913347279288,2,0,2,8,2,0.6164414002968976,0.6164414002968976,0.2961288700756947,0.3424589121469549,5001-10000,0
8194,0,0.017543859649122806,0.008771929824561403,0.9736842105263158,0.017543859649122806,0.6842105263157895,0.2982456140350877,0.03508771929824561,0.32456140350877194,0.6403508771929824,0.02631578947368421,0.0,0.9736842105263158,114,12292,1.5001220405174518,0.017543859649122806,9.011157458106817,1,2,4,10,4,0.5837177206037829,0.5957735620795933,0.3246420004243441,0.58247727714766,5001-10000,0
8196,0,0.7848101265822784,0.006329113924050633,0.2088607594936709,0.7848101265822784,0.0,0.21518987341772153,0.0379746835443038,0.3924050632911392,0.569620253164557,0.7784810126582279,0.0,0.22151898734177214,158,9232,1.1264031234748657,0.7848101265822784,9.011401509358791,0,0,0,0,6,0.5977552411420333,0.5967894662613762,0.33245143178285763,0.58863889939894,5001-10000,0
8198,1,0.02531645569620253,0.012658227848101266,0.9620253164556962,0.02531645569620253,0.759493670886076,0.21518987341772153,0.012658227848101266,0.22784810126582278,0.759493670886076,0.0189873417721519,0.0,0.9810126582278481,158,18448,2.2503049524274212,0.02531645569620253,9.011645501064283,2,2,2,2,8,0.5692234905116763,0.685274416184266,0.38817235346870893,0.5918963519567442,5001-10000,0
8200,0,0.0,0.0,1.0,0.0,0.0,1.0,0.02564102564102564,0.28205128205128205,0.6923076923076923,0.07692307692307693,0.0,0.9230769230769231,39,8200,1.0,0.0,9.011889433252344,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.3449456598049574,0.5184181675536692,5001-10000,0
8202,0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.0,0.9487179487179487,0.05128205128205128,0.1794871794871795,0.7692307692307693,0.07692307692307693,0.0,0.9230769230769231,39,12304,1.5001219214825652,0.05128205128205128,9.012133305952004,0,2,0,6,12,0.5208221892298891,0.5506436374971636,0.36710570810115045,0.5184181675536692,5001-10000,0
8204,0,0.1282051282051282,0.02564102564102564,0.8461538461538461,0.1282051282051282,0.0,0.8717948717948718,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.07692307692307693,0.0,0.9230769230769231,39,9232,1.1253047294002925,0.1282051282051282,9.012377119192271,2,0,2,8,14,0.42395402477347766,0.45579041748152366,0.2961288700756947,0.5184181675536692,5001-10000,0
8206,0,0.0379746835443038,0.012658227848101266,0.9493670886075949,0.0379746835443038,0.7468354430379747,0.21518987341772153,0.0189873417721519,0.16455696202531644,0.8164556962025317,0.04430379746835443,0.006329113924050633,0.9493670886075949,158,27700,3.3755788447477455,0.0379746835443038,9.012620873002131,1,2,4,10,16,0.5528878605833083,0.6699276650729236,0.42469816421099027,0.5521048273889785,5001-10000,0
8208,0,0.0,0.0,1.0,0.0,0.0,1.0,0.02564102564102564,0.15384615384615385,0.8205128205128205,0.07692307692307693,0.0,0.9230769230769231,39,8208,1.0,0.0,9.012864567410551,0,0,0,0,18,0.6164414002968976,0.6164414002968976,0.4244190057468971,0.5184181675536692,5001-10000,0
8210,0,0.056962025316455694,0.012658227848101266,0.930379746835443,0.056962025316455694,0.7278481012658228,0.21518987341772153,0.0189873417721519,0.24050632911392406,0.740506329113924,0.06329113924050633,0.006329113924050633,0.930379746835443,158,20788,2.5320341047503043,0.056962025316455694,9.013108202446475,2,2,2,2,20,0.5285746146169271,0.64715367831144,0.3720916165763776,0.5279831657937976,5001-10000,0
8212,0,0.0,0.0,1.0,0.0,0.0,1.0,0.05128205128205128,0.15384615384615385,0.7948717948717948,0.07692307692307693,0.0,0.9230769230769231,39,8212,1.0,0.0,9.013351778138825,1,0,4,4,22,0.6164414002968976,0.6164414002968976,0.38851019412644877,0.5184181675536692,5001-10000,0
8214,0,0.10256410256410256,0.05128205128205128,0.8461538461538461,0.10256410256410256,0.07692307692307693,0.8205128205128205,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.1282051282051282,0.02564102564102564,0.8461538461538461,39,18484,2.2503043584124667,0.10256410256410256,9.013595294516504,0,2,0,6,24,0.4253474427738966,0.39605218179361734,0.2961288700756947,0.42395402477347766,5001-10000,0
8216,0,0.0,0.0,1.0,0.0,0.0,1.0,0.02564102564102564,0.23076923076923078,0.7435897435897436,0.07692307692307693,0.0,0.9230769230769231,39,8216,1.0,0.0,9.013838751608395,2,0,2,8,26,0.6164414002968976,0.6164414002968976,0.3681787005729087,0.5184181675536692,5001-10000,0
8218,0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.0,0.9487179487179487,0.05128205128205128,0.15384615384615385,0.7948717948717948,0.07692307692307693,0.0,0.9230769230769231,39,12328,1.5001216841080556,0.05128205128205128,9.014082149443356,1,2,4,10,28,0.5208221892298891,0.5506436374971636,0.38851019412644877,0.5184181675536692,5001-10000,0
8220,0,0.1794871794871795,0.02564102564102564,0.7948717948717948,0.1794871794871795,0.07692307692307693,0.7435897435897436,0.07692307692307693,0.3076923076923077,0.6153846153846154,0.20512820512820512,0.0,0.7948717948717948,39,13876,1.6880778588807785,0.1794871794871795,9.014325488050225,0,0,0,0,0,0.3631442788457263,0.29834079855788276,0.27326645643587094,0.3687140258697922,5001-10000,1
8222,1,0.20512820512820512,0.07692307692307693,0.717948717948718,0.20512820512820512,0.05128205128205128,0.7435897435897436,0.05128205128205128,0.23076923076923078,0.717948717948718,0.1794871794871795,0.10256410256410256,0.717948717948718,39,41632,5.063488202383848,0.20512820512820512,9.014568767457824,2,2,2,2,2,0.2676756061201106,0.30075513115354724,0.33212799826585554,0.26742987430835735,5001-10000,1
8224,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.2283464566929134,0.7401574803149606,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.122568093385214,0.7322834645669292,9.014811987694946,1,0,4,4,4,0.5305252142113567,0.5299288647065786,0.36134955534357904,0.5200797832697999,5001-10000,0
8226,0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.07692307692307693,0.8717948717948718,0.07692307692307693,0.1794871794871795,0.7435897435897436,0.07692307692307693,0.0,0.9230769230769231,39,12340,1.50012156576708,0.05128205128205128,9.015055148790369,0,2,0,6,6,0.5208221892298891,0.4639396229053002,0.3309381401364546,0.5184181675536692,5001-10000,0
8228,0,0.08771929824561403,0.008771929824561403,0.9035087719298246,0.08771929824561403,0.6140350877192983,0.2982456140350877,0.05263157894736842,0.3684210526315789,0.5789473684210527,0.09649122807017543,0.0,0.9035087719298246,114,10420,1.2664073894020418,0.08771929824561403,9.015298250772847,2,0,2,8,8,0.4944194577326748,0.5071419746541794,0.3094987458524033,0.494201526987423,5001-10000,0
8230,0,0.03508771929824561,0.017543859649122806,0.9473684210526315,0.03508771929824561,0.6666666666666666,0.2982456140350877,0.017543859649122806,0.2631578947368421,0.7192982456140351,0.02631578947368421,0.0,0.9736842105263158,114,18520,2.250303766707169,0.03508771929824561,9.015541293671115,1,2,4,10,10,0.5510056839756453,0.5732897404458427,0.3631282299944444,0.58247727714766,5001-10000,0
8232,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.2440944881889764,0.7244094488188977,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.121477162293489,0.7322834645669292,9.015784277513886,0,0,0,0,12,0.5305252142113567,0.5299288647065786,0.3527014159265279,0.5200797832697999,5001-10000,0
8234,0,0.015748031496062992,0.007874015748031496,0.9763779527559056,0.015748031496062992,0.7165354330708661,0.2677165354330709,0.023622047244094488,0.2047244094488189,0.7716535433070866,0.7244094488188977,0.0,0.2755905511811024,127,12352,1.5001214476560603,0.015748031496062992,9.01602720232985,2,2,2,2,14,0.5870668865598354,0.6336904947427301,0.38755998297744926,0.5200797832697999,5001-10000,0
8236,0,0.1282051282051282,0.02564102564102564,0.8461538461538461,0.1282051282051282,0.0,0.8717948717948718,0.10256410256410256,0.23076923076923078,0.6666666666666666,0.07692307692307693,0.0,0.9230769230769231,39,9268,1.1253035454103935,0.1282051282051282,9.01627006814768,1,0,4,4,16,0.42395402477347766,0.45579041748152366,0.26020272276866385,0.5184181675536692,5001-10000,0
8238,0,0.15384615384615385,0.05128205128205128,0.7948717948717948,0.15384615384615385,0.02564102564102564,0.8205128205128205,0.05128205128205128,0.20512820512820512,0.7435897435897436,0.1282051282051282,0.07692307692307693,0.7948717948717948,39,27808,3.3755765962612285,0.15384615384615385,9.016512874996026,0,2,0,6,18,0.3611472697215783,0.39305275320007504,0.34817076224809307,0.36278200393626625,5001-10000,1
8240,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.25196850393700787,0.7165354330708661,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.120388349514563,0.7322834645669292,9.016755622903517,2,0,2,8,20,0.5305252142113567,0.5299288647065786,0.3488304507427164,0.5200797832697999,5001-10000,0
8242,0,0.1076923076923077,0.015384615384615385,0.8769230769230769,0.1076923076923077,0.0,0.8923076923076924,0.046153846153846156,0.36923076923076925,0.5846153846153846,0.07692307692307693,0.015384615384615385,0.9076923076923077,65,13912,1.687939820431934,0.1076923076923077,9.016998311898762,1,2,4,10,22,0.4616666488653433,0.48050762113050516,0.316601778880872,0.5000591680967694,5001-10000,0
8244,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.03937007874015748,0.25196850393700787,0.7086614173228346,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1198447355652597,0.7322834645669292,9.01724094201035,0,0,0,0,24,0.5305252142113567,0.5299288647065786,0.33788795234002744,0.5200797832697999,5001-10000,0
8246,0,0.15625,0.09375,0.75,0.15625,0.2916666666666667,0.5520833333333334,0.03125,0.3645833333333333,0.6041666666666666,0.16666666666666666,0.08333333333333333,0.75,96,70468,8.545719136551055,0.15625,9.017483513266844,2,2,2,2,26,0.3073322713286062,0.1782680955440117,0.33191102807161366,0.3064129385141706,5001-10000,1
8248,0,0.0,0.0,1.0,0.0,0.0,1.0,0.07692307692307693,0.3333333333333333,0.5897435897435898,0.23076923076923078,0.0,0.7692307692307693,39,8248,1.0,0.0,9.017726025696795,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.2749454551130296,0.3424589121469549,5001-10000,0
8250,0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.0,0.9487179487179487,0.05128205128205128,0.3333333333333333,0.6153846153846154,0.07692307692307693,0.0,0.9230769230769231,39,12376,1.5001212121212122,0.05128205128205128,9.017968479328726,0,2,0,6,0,0.5208221892298891,0.5506436374971636,0.3048803130077401,0.5184181675536692,5001-10000,0
8252,0,0.23076923076923078,0.05128205128205128,0.717948717948718,0.23076923076923078,0.02564102564102564,0.7435897435897436,0.05128205128205128,0.2564102564102564,0.6923076923076923,0.20512820512820512,0.0,0.7948717948717948,39,20896,2.5322346097915656,0.23076923076923078,9.018210874191142,2,0,2,8,2,0.2727848444005793,0.3074571751153558,0.31941349934441576,0.3687140258697922,5001-10000,1
8254,1,0.19883040935672514,0.05847953216374269,0.7426900584795322,0.19883040935672514,0.5847953216374269,0.21637426900584794,0.017543859649122806,0.21052631578947367,0.7719298245614035,0.2046783625730994,0.05263157894736842,0.7426900584795322,171,225988,27.37921007996123,0.19883040935672514,9.018453210312527,1,2,4,10,4,0.29859972098499976,0.4886167014203932,0.39222200860228357,0.2995031394995551,5001-10000,1
8256,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.2283464566929134,0.7401574803149606,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1182170542635659,0.7322834645669292,9.018695487721343,0,0,0,0,6,0.5305252142113567,0.5299288647065786,0.36134955534357904,0.5200797832697999,5001-10000,0
8258,1,0.2222222222222222,0.05291005291005291,0.7248677248677249,0.2222222222222222,0.5978835978835979,0.17989417989417988,0.015873015873015872,0.09523809523809523,0.8888888888888888,0.2275132275132275,0.047619047619047616,0.7248677248677249,189,190996,23.128602567207555,0.2222222222222222,9.018937706446035,2,2,2,2,8,0.27973260256566385,0.5165544271869768,0.49288717542625554,0.2811401439162718,5001-10000,1
8260,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.03937007874015748,0.2677165354330709,0.6929133858267716,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1176755447941888,0.7322834645669292,9.019179866515024,1,0,4,4,10,0.5305252142113567,0.5299288647065786,0.3312537689719453,0.5200797832697999,5001-10000,0
8262,0,0.031496062992125984,0.015748031496062992,0.952755905511811,0.031496062992125984,0.7007874015748031,0.2677165354330709,0.015748031496062992,0.15748031496062992,0.8267716535433071,0.023622047244094488,0.0,0.9763779527559056,127,18592,2.2503025901718714,0.031496062992125984,9.01942196795671,0,2,0,6,12,0.5577015887211764,0.6138713168702274,0.43518595884246714,0.5859357700648198,5001-10000,0
8264,0,0.7848101265822784,0.006329113924050633,0.2088607594936709,0.7848101265822784,0.0,0.21518987341772153,0.0379746835443038,0.4050632911392405,0.5569620253164557,0.7784810126582279,0.0,0.22151898734177214,158,9232,1.117134559535334,0.7848101265822784,9.019664010799474,2,0,2,8,14,0.5977552411420333,0.5967894662613762,0.3375690924310417,0.58863889939894,5001-10000,0
8266,1,0.012658227848101266,0.006329113924050633,0.9810126582278481,0.012658227848101266,0.7721518987341772,0.21518987341772153,0.0189873417721519,0.35443037974683544,0.6265822784810127,0.7784810126582279,0.0,0.22151898734177214,158,12400,1.5001209774981854,0.012658227848101266,9.019905995071678,1,2,4,10,16,0.5928295568814511,0.7007423902207796,0.3447316775384557,0.58863889939894,5001-10000,0
8268,0,0.03164556962025317,0.006329113924050633,0.9620253164556962,0.03164556962025317,0.7531645569620253,0.21518987341772153,0.05063291139240506,0.3987341772151899,0.5506329113924051,0.0189873417721519,0.0,0.9810126582278481,158,9304,1.1253023705853895,0.03164556962025317,9.020147920801659,0,0,0,0,18,0.5683220086041609,0.6775853714383492,0.3228667059176244,0.5918963519567442,5001-10000,0
8270,0,0.11458333333333333,0.020833333333333332,0.8645833333333334,0.11458333333333333,0.2604166666666667,0.625,0.03125,0.2708333333333333,0.6979166666666666,0.09375,0.041666666666666664,0.8645833333333334,96,31408,3.7978234582829504,0.11458333333333333,9.020389788017736,2,2,2,2,20,0.4465434376034057,0.23163444020457946,0.34119632259969557,0.4478052186932271,5001-10000,0
8272,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.23622047244094488,0.7322834645669292,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.11605415860735,0.7322834645669292,9.02063159674821,1,0,4,4,22,0.5305252142113567,0.5299288647065786,0.3568779829630702,0.5200797832697999,5001-10000,0
8274,0,0.23958333333333334,0.0625,0.6979166666666666,0.23958333333333334,0.08333333333333333,0.6770833333333334,0.041666666666666664,0.23958333333333334,0.71875,0.25,0.052083333333333336,0.6979166666666666,96,59668,7.211505922165821,0.23958333333333334,9.020873347021357,0,2,0,6,24,0.24845005646116392,0.22049896069293995,0.3408144860314609,0.2520919420017669,5001-10000,1
8276,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.03937007874015748,0.23622047244094488,0.7244094488188977,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1155147414209763,0.7322834645669292,9.021115038865434,2,0,2,8,26,0.5305252142113567,0.5299288647065786,0.3458315763474446,0.5200797832697999,5001-10000,0
8278,1,0.02531645569620253,0.012658227848101266,0.9620253164556962,0.02531645569620253,0.759493670886076,0.21518987341772153,0.0189873417721519,0.27848101265822783,0.7025316455696202,0.03164556962025317,0.006329113924050633,0.9620253164556962,158,18628,2.2503020053152936,0.02531645569620253,9.021356672308677,1,2,4,10,28,0.5692234905116763,0.685274416184266,0.35517101639812976,0.5683220086041609,5001-10000,0
8280,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.29133858267716534,0.6771653543307087,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.114975845410628,0.7322834645669292,9.021598247379305,0,0,0,0,0,0.5305252142113567,0.5299288647065786,0.3344019492307533,0.5200797832697999,5001-10000,0
8282,0,0.015748031496062992,0.007874015748031496,0.9763779527559056,0.015748031496062992,0.7165354330708661,0.2677165354330709,0.023622047244094488,0.2440944881889764,0.7322834645669292,0.023622047244094488,0.0,0.9763779527559056,127,12424,1.5001207437816952,0.015748031496062992,9.021839764105513,2,2,2,2,2,0.5870668865598354,0.6336904947427301,0.363709643217511,0.5859357700648198,5001-10000,0
8284,0,0.05511811023622047,0.007874015748031496,0.937007874015748,0.05511811023622047,0.6771653543307087,0.2677165354330709,0.023622047244094488,0.2125984251968504,0.7637795275590551,0.047244094488188976,0.0,0.952755905511811,127,13984,1.688073394495413,0.05511811023622047,9.022081222515475,1,0,4,4,4,0.5365215892308821,0.5844737147374949,0.382260555441265,0.5557638507018205,5001-10000,0
8286,0,0.12307692307692308,0.07692307692307693,0.8,0.12307692307692308,0.35384615384615387,0.5230769230769231,0.09230769230769231,0.4,0.5076923076923077,0.13846153846153847,0.06153846153846154,0.8,65,41956,5.06348056963553,0.12307692307692308,9.022322622637347,0,2,0,6,6,0.36939099087824523,0.23559065894020853,0.288435896296195,0.3677856334732899,5001-10000,1
8288,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.23622047244094488,0.7322834645669292,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.113899613899614,0.7322834645669292,9.022563964499264,2,0,2,8,8,0.5305252142113567,0.5299288647065786,0.3568779829630702,0.5200797832697999,5001-10000,0
8290,0,0.05128205128205128,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.07692307692307693,0.8717948717948718,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.0,0.9230769230769231,39,12436,1.500120627261761,0.05128205128205128,9.022805248129341,1,2,4,10,10,0.5208221892298891,0.4639396229053002,0.29210519301611576,0.5184181675536692,5001-10000,0
8292,0,0.0,0.0,1.0,0.0,0.0,1.0,0.07692307692307693,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.0,0.9230769230769231,39,8292,1.0,0.0,9.02304647355567,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.42146546251700684,0.5184181675536692,5001-10000,0
8294,0,0.10256410256410256,0.05128205128205128,0.8461538461538461,0.10256410256410256,0.02564102564102564,0.8717948717948718,0.05128205128205128,0.358974358974359,0.5897435897435898,0.07692307692307693,0.0,0.9230769230769231,39,18664,2.2503014227152156,0.10256410256410256,9.023287640806327,2,2,2,2,14,0.4253474427738966,0.45564614804560444,0.30852451559939004,0.5184181675536692,5001-10000,0
8296,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.25196850393700787,0.7165354330708661,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1128254580520733,0.7322834645669292,9.023528749909364,1,0,4,4,16,0.5305252142113567,0.5299288647065786,0.3488304507427164,0.5200797832697999,5001-10000,0
8298,0,0.015748031496062992,0.007874015748031496,0.9763779527559056,0.015748031496062992,0.7165354330708661,0.2677165354330709,0.023622047244094488,0.2047244094488189,0.7716535433070866,0.7244094488188977,0.0,0.2755905511811024,127,12448,1.500120510966498,0.015748031496062992,9.023769800892813,0,2,0,6,18,0.5870668865598354,0.6336904947427301,0.38755998297744926,0.5200797832697999,5001-10000,0
8300,0,0.4479166666666667,0.07291666666666667,0.4791666666666667,0.4479166666666667,0.16666666666666666,0.3854166666666667,0.03125,0.2604166666666667,0.7083333333333334,0.4583333333333333,0.0625,0.4791666666666667,96,95956,11.560963855421686,0.4479166666666667,9.02401079378469,2,0,2,8,20,0.1961212422627051,0.19005207619667477,0.34536866373324737,0.21073614360669654,5001-10000,1
8302,0,0.4479166666666667,0.07291666666666667,0.4791666666666667,0.4479166666666667,0.16666666666666666,0.3854166666666667,0.03125,0.3020833333333333,0.6666666666666666,0.4583333333333333,0.0625,0.4791666666666667,96,95956,11.558178752107926,0.4479166666666667,9.024251728612985,1,2,4,10,22,0.1961212422627051,0.19005207619667477,0.3323030954147466,0.21073614360669654,5001-10000,1
8304,0,0.0,0.0,1.0,0.0,0.0,1.0,0.015384615384615385,0.23076923076923078,0.7538461538461538,0.15384615384615385,0.0,0.8461538461538461,65,8304,1.0,0.0,9.024492605405669,0,0,0,0,24,0.6164414002968976,0.6164414002968976,0.382610157398335,0.4256564717617514,5001-10000,0
8306,1,0.1076923076923077,0.015384615384615385,0.8769230769230769,0.1076923076923077,0.046153846153846156,0.8461538461538461,0.06153846153846154,0.2,0.7384615384615385,0.07692307692307693,0.015384615384615385,0.9076923076923077,65,14020,1.6879364314953047,0.1076923076923077,9.024733424190698,2,2,2,2,26,0.4616666488653433,0.42482157758412536,0.33723554179666115,0.5000591680967694,5001-10000,0
8308,0,0.0,0.0,1.0,0.0,0.0,1.0,0.03076923076923077,0.23076923076923078,0.7384615384615385,0.046153846153846156,0.0,0.9538461538461539,65,8308,1.0,0.0,9.024974184996003,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.3609651755892328,0.557148275760979,5001-10000,0
8310,0,0.13846153846153847,0.03076923076923077,0.8307692307692308,0.13846153846153847,0.015384615384615385,0.8461538461538461,0.046153846153846156,0.2,0.7538461538461538,0.1076923076923077,0.015384615384615385,0.8769230769230769,65,21040,2.5318892900120336,0.13846153846153847,9.025214887849494,0,2,0,6,0,0.4051444333004213,0.4242640687119285,0.358992673525478,0.4616666488653433,5001-10000,0
8312,0,0.15384615384615385,0.015384615384615385,0.8307692307692308,0.15384615384615385,0.0,0.8461538461538461,0.046153846153846156,0.18461538461538463,0.7692307692307693,0.13846153846153847,0.0,0.8615384615384616,65,10528,1.2666025024061598,0.15384615384615385,9.025455532779063,2,0,2,8,2,0.40601979139682,0.4256564717617514,0.37035086514494536,0.4436267955475759,5001-10000,0
8314,1,0.03076923076923077,0.015384615384615385,0.9538461538461539,0.03076923076923077,0.12307692307692308,0.8461538461538461,0.046153846153846156,0.18461538461538463,0.7692307692307693,0.046153846153846156,0.0,0.9538461538461539,65,12472,1.50012027904739,0.03076923076923077,9.025696119812583,1,2,4,10,4,0.5590566864802038,0.4452244962611625,0.37035086514494536,0.557148275760979,5001-10000,0
8316,0,0.21153846153846154,0.038461538461538464,0.75,0.21153846153846154,0.17307692307692307,0.6153846153846154,0.07692307692307693,0.3269230769230769,0.5961538461538461,0.23076923076923078,0.019230769230769232,0.75,52,31588,3.7984607984607983,0.21153846153846154,9.025936648977904,0,0,0,0,6,0.31051589064522167,0.14786448297493146,0.2740772577126134,0.316180983300994,5001-10000,1
8318,1,0.23076923076923078,0.07692307692307693,0.6923076923076923,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.038461538461538464,0.25,0.7115384615384616,0.21153846153846154,0.09615384615384616,0.6923076923076923,52,94768,11.393123346958404,0.23076923076923078,9.026177120302856,2,2,2,2,8,0.23858557568108957,0.14225570776082255,0.3400748264337784,0.23577895575375543,5001-10000,1
8320,0,0.0,0.0,1.0,0.0,0.0,1.0,0.029411764705882353,0.08823529411764706,0.8823529411764706,0.08823529411764706,0.0,0.9117647058823529,34,8320,1.0,0.0,9.026417533815254,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.48156319853872886,0.5043753202406122,5001-10000,0
8322,0,0.03076923076923077,0.015384615384615385,0.9538461538461539,0.03076923076923077,0.046153846153846156,0.9230769230769231,0.046153846153846156,0.2,0.7538461538461538,0.046153846153846156,0.0,0.9538461538461539,65,12484,1.5001201634222543,0.03076923076923077,9.026657889542886,0,2,0,6,12,0.5590566864802038,0.5245454498840715,0.358992673525478,0.557148275760979,5001-10000,0
8324,0,0.0,0.0,1.0,0.0,0.0,1.0,0.046153846153846156,0.27692307692307694,0.676923076923077,0.046153846153846156,0.0,0.9538461538461539,65,8324,1.0,0.0,9.026898187513526,2,0,2,8,14,0.6164414002968976,0.6164414002968976,0.318836642708657,0.557148275760979,5001-10000,0
8326,0,0.06153846153846154,0.03076923076923077,0.9076923076923077,0.06153846153846154,0.015384615384615385,0.9230769230769231,0.03076923076923077,0.16923076923076924,0.8,0.046153846153846156,0.0,0.9538461538461539,65,18736,2.2503002642325245,0.06153846153846154,9.02713842775492,1,2,4,10,16,0.501713041819087,0.5195583012544087,0.40426717979910504,0.557148275760979,5001-10000,0
8328,0,0.7322834645669292,0.007874015748031496,0.25984251968503935,0.7322834645669292,0.0,0.2677165354330709,0.031496062992125984,0.25984251968503935,0.7086614173228346,0.7244094488188977,0.0,0.2755905511811024,127,9232,1.1085494716618636,0.7322834645669292,9.027378610294805,0,0,0,0,18,0.5305252142113567,0.5299288647065786,0.3452753660922784,0.5200797832697999,5001-10000,0
8330,0,0.015748031496062992,0.007874015748031496,0.9763779527559056,0.015748031496062992,0.7165354330708661,0.2677165354330709,0.023622047244094488,0.2125984251968504,0.7637795275590551,0.7244094488188977,0.0,0.2755905511811024,127,12496,1.5001200480192076,0.015748031496062992,9.027618735160889,2,2,2,2,20,0.5870668865598354,0.6336904947427301,0.382260555441265,0.5200797832697999,5001-10000,0
8332,0,0.03937007874015748,0.007874015748031496,0.952755905511811,0.03937007874015748,0.6929133858267716,0.2677165354330709,0.047244094488188976,0.25196850393700787,0.7007874015748031,0.023622047244094488,0.0,0.9763779527559056,127,9376,1.1253000480076811,0.03937007874015748,9.027858802380862,1,0,4,4,22,0.5566221875352431,0.6040258021759827,0.32695848941984607,0.5859357700648198,5001-10000,0
